   0.0000000000000000        4.4847950203589132E-006
   9.9900099900099900E-004   4.4496776029632677E-006
   1.9980019980019980E-003   4.4350412174521629E-006
   2.9970029970029970E-003   4.3981011181342288E-006
   3.9960039960039960E-003   4.3816127678873644E-006
   4.9950049950049950E-003   4.3428955316128999E-006
   5.9940059940059940E-003   4.3246002084870160E-006
   6.9930069930069930E-003   4.2841519525682623E-006
   7.9920079920079920E-003   4.2640952023812103E-006
   8.9910089910089919E-003   4.2219625848777025E-006
   9.9900099900099900E-003   4.2001904826988895E-006
   1.0989010989010990E-002   4.1564206750493442E-006
   1.1988011988011988E-002   4.1329797987615494E-006
   1.2987012987012988E-002   4.0876204590021653E-006
   1.3986013986013986E-002   4.0625578627936687E-006
   1.4985014985014986E-002   4.0156571098039483E-006
   1.5984015984015984E-002   3.9890202970898987E-006
   1.6983016983016984E-002   3.9406266829036919E-006
   1.7982017982017984E-002   3.9124635795518025E-006
   1.8981018981018980E-002   3.8626260632439382E-006
   1.9980019980019980E-002   3.8329849899206317E-006
   2.0979020979020980E-002   3.7817529090980476E-006
   2.1978021978021980E-002   3.7506825557791372E-006
   2.2977022977022976E-002   3.6981056002672747E-006
   2.3976023976023976E-002   3.6656549979596972E-006
   2.4975024975024976E-002   3.6117831824336996E-006
   2.5974025974025976E-002   3.5780016748179410E-006
   2.6973026973026972E-002   3.5228853120320948E-006
   2.7972027972027972E-002   3.4878225299056525E-006
   2.8971028971028972E-002   3.4315122018780070E-006
   2.9970029970029972E-002   3.3952180352178675E-006
   3.0969030969030968E-002   3.3377645677109083E-006
   3.1968031968031968E-002   3.3002891381438742E-006
   3.2967032967032968E-002   3.2417435710077601E-006
   3.3966033966033968E-002   3.2031372044625771E-006
   3.4965034965034968E-002   3.1435507666081410E-006
   3.5964035964035967E-002   3.1038639656671160E-006
   3.6963036963036960E-002   3.0432880465584685E-006
   3.7962037962037960E-002   3.0025714640646486E-006
   3.8961038961038960E-002   2.9410575858634123E-006
   3.9960039960039960E-002   2.8993619967810096E-006
   4.0959040959040960E-002   2.8369617883860081E-006
   4.1958041958041960E-002   2.7943380631336781E-006
   4.2957042957042960E-002   2.7311032317167766E-006
   4.3956043956043959E-002   2.6876023092867724E-006
   4.4955044955044952E-002   2.6235846147180028E-006
   4.5954045954045952E-002   2.5792574741537574E-006
   4.6953046953046952E-002   2.5145086998309771E-006
   4.7952047952047952E-002   2.4694063359453890E-006
   4.8951048951048952E-002   2.4039782640733345E-006
   4.9950049950049952E-002   2.3581516577680124E-006
   5.0949050949050952E-002   2.2920960417230713E-006
   5.1948051948051951E-002   2.2455961354983012E-006
   5.2947052947052944E-002   2.1789646723878102E-006
   5.3946053946053944E-002   2.1318423421470137E-006
   5.4945054945054944E-002   2.0646866484923537E-006
   5.5944055944055944E-002   2.0169926789493150E-006
   5.6943056943056944E-002   1.9493642611301163E-006
   5.7942057942057944E-002   1.9011493180165983E-006
   5.8941058941058944E-002   1.8330995490588614E-006
   5.9940059940059943E-002   1.7844141533179476E-006
   6.0939060939060936E-002   1.7159942452470892E-006
   6.1938061938061936E-002   1.6668887477927221E-006
   6.2937062937062943E-002   1.5981497267805715E-006
   6.3936063936063936E-002   1.5486742824875113E-006
   6.4935064935064929E-002   1.4796669615060076E-006
   6.5934065934065936E-002   1.4298715030399632E-006
   6.6933066933066929E-002   1.3606464586456508E-006
   6.7932067932067935E-002   1.3105806727405787E-006
   6.8931068931068928E-002   1.2411882186295406E-006
   6.9930069930069935E-002   1.1909015185728718E-006
   7.0929070929070928E-002   1.1213916797355786E-006
   7.1928071928071935E-002   1.0709331825683410E-006
   7.2927072927072928E-002   1.0013556723792924E-006
   7.3926073926073921E-002   9.5077417402874489E-007
   7.4925074925074928E-002   8.8117836818856353E-007
   7.5924075924075921E-002   8.3052231710317061E-007
   7.6923076923076927E-002   7.6095722977167133E-007
   7.7922077922077920E-002   7.1027470557503186E-007
   7.8921078921078927E-002   6.4078896494843810E-007
   7.9920079920079920E-002   5.9012765167953060E-007
   8.0919080919080913E-002   5.2076947785915259E-007
   8.1918081918081920E-002   4.7017664322219055E-007
   8.2917082917082913E-002   4.0099382118243521E-007
   8.3916083916083919E-002   3.5051629036015405E-007
   8.4915084915084912E-002   2.8155615032147648E-007
   8.5914085914085919E-002   2.3124028367418668E-007
   8.6913086913086912E-002   1.6254967588948923E-007
   8.7912087912087919E-002   1.1244134765708171E-007
   8.8911088911088912E-002   4.4066619243836501E-008
   8.9910089910089905E-002  -5.7888067890910869E-009
   9.0909090909090912E-002  -7.3801831860082771E-008
   9.1908091908091905E-002  -1.2335952556543005E-007
   9.2907092907092911E-002  -1.9096557069439993E-007
   9.3906093906093904E-002  -2.4018125403205153E-007
   9.4905094905094911E-002  -3.0733561252835842E-007
   9.5904095904095904E-002  -3.5616558470236455E-007
   9.6903096903096897E-002  -4.2282413861395542E-007
   9.7902097902097904E-002  -4.7122529610802645E-007
   9.8901098901098897E-002  -5.3734453998888790E-007
   9.9900099900099903E-002  -5.8527439744636298E-007
  0.10089910089910090       -6.5081145789263734E-007
  0.10189810189810190       -6.9822816959390261E-007
  0.10289710289710290       -7.6314082606680636E-007
  0.10389610389610390       -8.1000320528128562E-007
  0.10489510489510490       -8.7424991168060572E-007
  0.10589410589410589       -9.2051745119132844E-007
  0.10689310689310690       -9.8405735339277534E-007
  0.10789210789210789       -1.0296902459100917E-006
  0.10889110889110890       -1.0924832030729578E-006
  0.10989010989010989       -1.1374423586794119E-006
  0.11088911088911090       -1.1994489615760433E-006
  0.11188811188811189       -1.2436960289699722E-006
  0.11288711288711288       -1.3048776189719363E-006
  0.11388611388611389       -1.3483750024844099E-006
  0.11488511488511488       -1.4086936902941419E-006
  0.11588411588411589       -1.4514045678074083E-006
  0.11688311688311688       -1.5108232503234923E-006
  0.11788211788211789       -1.5527115924290392E-006
  0.11888111888111888       -1.6111939718916159E-006
  0.11988011988011989       -1.6522245575740207E-006
  0.12087912087912088       -1.7097351571668022E-006
  0.12187812187812187       -1.7498735920716055E-006
  0.12287712287712288       -1.8063777734722403E-006
  0.12387612387612387       -1.8455905050053892E-006
  0.12487512487512488       -1.9010544843592351E-006
  0.12587412587412589       -1.9393088189769278E-006
  0.12687312687312688       -1.9936996825365416E-006
  0.12787212787212787       -2.0309638008294779E-006
  0.12887112887112886       -2.0842495200100775E-006
  0.12987012987012986       -2.1204924904207280E-006
  0.13086913086913088       -2.1726419380610851E-006
  0.13186813186813187       -2.2078337333107244E-006
  0.13286713286713286       -2.2588166956172723E-006
  0.13386613386613386       -2.2929282054841363E-006
  0.13486513486513488       -2.3427153977276448E-006
  0.13586413586413587       -2.3757184430591196E-006
  0.13686313686313686       -2.4242815215512304E-006
  0.13786213786213786       -2.4561488668969750E-006
  0.13886113886113885       -2.5034604426177963E-006
  0.13986013986013987       -2.5341658086716538E-006
  0.14085914085914086       -2.5801994589371740E-006
  0.14185814185814186       -2.6097175342178662E-006
  0.14285714285714285       -2.6544478132915497E-006
  0.14385614385614387       -2.6827542659478540E-006
  0.14485514485514486       -2.7261567183441581E-006
  0.14585414585414586       -2.7532282053888147E-006
  0.14685314685314685       -2.7952793734261433E-006
  0.14785214785214784       -2.8210935527426691E-006
  0.14885114885114886       -2.8617709878136571E-006
  0.14985014985014986       -2.8863065251752910E-006
  0.15084915084915085       -2.9255887965633951E-006
  0.15184815184815184       -2.9488253759722446E-006
  0.15284715284715283       -2.9866920788741367E-006
  0.15384615384615385       -3.0086104099396834E-006
  0.15484515484515485       -3.0450421733099010E-006
  0.15584415584415584       -3.0656239983785504E-006
  0.15684315684315683       -3.1006024917950627E-006
  0.15784215784215785       -3.1198305928434993E-006
  0.15884115884115885       -3.1533385327178193E-006
  0.15984015984015984       -3.1711967367123778E-006
  0.16083916083916083       -3.2032178920168905E-006
  0.16183816183816183       -3.2196910769564536E-006
  0.16283716283716285       -3.2502102731351811E-006
  0.16383616383616384       -3.2652843706604046E-006
  0.16483516483516483       -3.2942874952919854E-006
  0.16583416583416583       -3.3079494958443929E-006
  0.16683316683316685       -3.3354234994887059E-006
  0.16783216783216784       -3.3476614545737050E-006
  0.16883116883116883       -3.3735943545508042E-006
  0.16983016983016982       -3.3843973780685247E-006
  0.17082917082917082       -3.4087782598337552E-006
  0.17182817182817184       -3.4181365290810570E-006
  0.17282717282717283       -3.4409555468160579E-006
  0.17382617382617382       -3.4488603039177634E-006
  0.17482517482517482       -3.4701086792960218E-006
  0.17582417582417584       -3.4765522287055020E-006
  0.17682317682317683       -3.4962222509557908E-006
  0.17782217782217782       -3.5011979594412139E-006
  0.17882117882117882       -3.5192829826892424E-006
  0.17982017982017981       -3.5227852757710113E-006
  0.18081918081918083       -3.5392797162498635E-006
  0.18181818181818182       -3.5413040745106394E-006
  0.18281718281718282       -3.5562034069039695E-006
  0.18381618381618381       -3.5567463624457498E-006
  0.18481518481518480       -3.5700471139998790E-006
  0.18581418581418582       -3.5691062450053219E-006
  0.18681318681318682       -3.5808059913491681E-006
  0.18781218781218781       -3.5783799145391018E-006
  0.18881118881118880       -3.5884772701710231E-006
  0.18981018981018982       -3.5845656350956202E-006
  0.19080919080919082       -3.5930602486691655E-006
  0.19180819180819181       -3.5876637276516680E-006
  0.19280719280719280       -3.5945562710836790E-006
  0.19380619380619379       -3.5876765508071218E-006
  0.19480519480519481       -3.5929687097899210E-006
  0.19580419580419581       -3.5846084810622799E-006
  0.19680319680319680       -3.5883029443454807E-006
